nan,723.0128,7.09,0.008485281374237636,97.0,nan,6.2,0.009241783810498323,97.0,nan,3.6,0.018820856031275673,100.0,1020.4013,5.01,0.019697715603592295,100.0,1016.3626,5.64,0.020396078054370288,nan,1018.0918,5.22,0.02088061301782365,95.0,nan,3.8,0.02105720135725423,88.0,nan,5.9,0.026347603325540547,84.0,nan,6.0,0.027433247802621814,80.24,1019.984,5.0,0.0318798903507864,6.3
94.0,nan,4.4,0.005396568168753644,91.0,nan,4.3,0.007704621684657274,88.0,nan,5.3,0.007825115590198469,85.0,nan,5.5,0.009834858966850274,87.0,nan,5.6,0.010382976692642263,85.0,nan,5.4,0.011898834102549403,90.0,nan,5.2,0.013374018104145227,80.0,nan,5.8,0.016907705880455974,97.0,nan,5.6,0.03008446754889188,100.0,nan,4.6,0.033702951659956515,4.74
74.0,nan,5.7,0.0029488472323945416,84.0,nan,5.9,0.011079607393764313,80.0,nan,6.0,0.011529100311818936,83.0,nan,5.5,0.012111562492098557,100.0,nan,4.4,0.012273240892280046,100.0,1017.4147,5.2,0.03026549190084418,91.0,nan,5.6,0.032066346736104444,89.0,nan,5.3,0.034288915074704204,nan,1018.6331,5.44,0.036055512754640605,86.0,nan,5.2,0.036326647588235006,6.27
88.0,nan,3.8,0.006545548631919501,88.0,nan,4.2,0.01260602398547891,91.0,nan,3.1,0.014253854960062083,77.0,nan,6.7,0.015544498573755887,88.0,nan,4.4,0.015995366848638753,77.0,nan,6.3,0.02176322683542418,92.0,nan,4.6,0.026806165549667686,85.0,nan,4.7,0.03334307987907615,97.0,nan,2.6,0.03581030006412625,87.0,nan,2.9,0.036304848264693976,3.98
73.57,1016.9888,6.24,0.010770329614267988,98.0,nan,3.8,0.011985926136931674,90.0,nan,4.7,0.014590007268674926,88.0,nan,3.2,0.015419873183652703,87.0,nan,3.3,0.016722018955261552,87.0,nan,4.8,0.016890539391538402,93.0,nan,5.4,0.018613275089575557,88.0,nan,4.0,0.020659020354316944,84.0,nan,3.8,0.027707497631505956,88.0,nan,4.0,0.02941647327604238,4.62
81.66,1017.8908,4.62,0.010770329614267988,93.0,nan,5.4,0.01111906083957721,87.0,nan,3.3,0.015566032048052455,87.0,nan,4.8,0.017352669954344493,84.0,nan,3.8,0.017631376151621293,98.0,nan,3.8,0.02230932681169873,90.0,nan,4.7,0.02417884844445652,88.0,nan,3.2,0.024215872666496812,88.0,nan,4.0,0.02659863007750572,88.0,nan,4.0,0.03126865683076265,6.24
91.0,nan,5.5,0.007762104863911877,84.0,nan,5.3,0.01025007438268211,93.0,nan,4.7,0.010500727876248287,86.0,nan,6.4,0.012502969333802827,91.0,nan,4.9,0.016364505923448753,88.0,nan,5.6,0.01847751015436064,81.0,nan,6.1,0.020669500929552633,87.0,nan,5.1,0.026430067693884958,88.0,nan,5.1,0.03020625044615226,88.0,nan,5.4,0.030846487671040604,3.48
85.0,nan,6.0,0.013584646374393099,99.0,nan,4.4,0.014415376982414503,88.0,nan,3.7,0.015124745223658115,92.0,nan,3.7,0.023126303964950735,89.0,nan,4.8,0.03276364605812652,87.0,nan,4.6,0.037686009039997775,80.0,nan,6.0,0.04787264661985516,82.0,nan,5.3,0.048730965525555794,84.0,nan,5.9,0.0505223026369928,83.0,nan,5.5,0.05371054722352021,3.12
80.24,1019.984,5.0,0.010999464893259127,97.0,nan,6.2,0.01179807475820002,88.0,nan,6.0,0.01562519161482191,100.0,1020.4013,5.01,0.016970562748477785,83.0,nan,5.8,0.0169970042360375,100.0,nan,5.9,0.019166783193847643,nan,1021.8892,6.3,0.02088061301782365,100.0,1016.3626,5.64,0.02126029162547406,nan,723.0128,7.09,0.026000000000003354,82.0,nan,5.3,0.030440910449592243,5.22
97.0,nan,3.9,0.009579207169701984,93.0,nan,4.1,0.013046114783971928,95.0,nan,5.2,0.013623525901910644,95.0,nan,4.0,0.03288571442131472,89.0,nan,4.4,0.033326611018825114,72.0,nan,6.0,0.033883154059203474,98.0,nan,4.5,0.03419551080830878,96.0,nan,4.2,0.03527448433358091,94.0,nan,4.3,0.04242742552041214,100.0,nan,3.9,0.04352304056473789,3.56
99.0,nan,5.8,0.009776056054020732,86.0,nan,6.5,0.013638106434450637,90.0,nan,4.2,0.016893160762794526,89.0,nan,4.9,0.02224495303518627,100.0,1018.3881,6.52,0.026170149102456058,84.0,nan,6.0,0.036469958863861236,88.0,nan,5.9,0.03699876193881563,78.0,nan,7.2,0.037429776574932336,80.0,nan,6.3,0.04072424459016927,78.0,nan,6.6,0.04230739987758833,7.39
